name,type,gender,religion,region,n,sources,clf_predicted_religion,clf_max_prob,human_validated
ravinder,first,M,Sikh,ALL,9201.0,ojas_list,Christian,0.5533474572443199,False
mandeep,first,M,Sikh,ALL,8402.0,ojas_list,Hindu,0.9112200054960534,False
rajinder,first,M,Sikh,ALL,6678.0,ojas_list,Hindu,0.59987694456609,False
baldev,first,M,Sikh,ALL,5681.0,ojas_list,Hindu,0.6845541928861315,False
jaswant,first,M,Sikh,ALL,5614.0,ojas_list,Hindu,0.8932164707752812,False
rajpal,first,M,Sikh,ALL,3558.0,ojas_list,Hindu,0.975568111555554,False
balbir,first,M,Sikh,ALL,2785.0,ojas_list,Hindu,0.9062221101630752,False
sukhdev,first,M,Sikh,ALL,2476.0,ojas_list,Buddhist,0.985837835142512,False
devinder,first,M,Sikh,ALL,2364.0,ojas_list,Christian,0.4609888856210993,False
hardeep,first,M,Sikh,ALL,2298.0,ojas_list,Hindu,0.968388639753565,False
amarjit,first,M,Sikh,ALL,1950.0,ojas_list,Hindu,0.8372404876042705,False
navneet,first,M,Sikh,ALL,1874.0,ojas_list,Hindu,0.9017471333166804,False
gagandeep,first,M,Sikh,ALL,1866.0,ojas_list,Hindu,0.982532528181275,False
kuldeep,first,M,Sikh,ALL,1660.0,ojas_list,Hindu,0.914522035554081,False
jagdeep,first,M,Sikh,ALL,1344.0,ojas_list,Hindu,0.9604350693944924,False
charanjit,first,M,Sikh,ALL,1221.0,ojas_list,Hindu,0.9788433838338102,False
jagjit,first,M,Sikh,ALL,1149.0,ojas_list,Hindu,0.7173092268817066,False
jasveer,first,M,Sikh,ALL,918.0,ojas_list,Hindu,0.6443095092991342,False
tejinder,first,M,Sikh,ALL,869.0,ojas_list,Hindu,0.4172638703255432,False
balwinder,first,M,Sikh,ALL,853.0,ojas_list,Hindu,0.3896271815678042,False
sukhbir,first,M,Sikh,ALL,748.0,ojas_list,Hindu,0.562337296200877,False
harmeet,first,M,Sikh,ALL,617.0,ojas_list,Hindu,0.9297715501192704,False
rajvir,first,M,Sikh,ALL,547.0,ojas_list,Hindu,0.6189506264368113,False
sukhwinder,first,M,Sikh,ALL,536.0,ojas_list,Sikh,0.4429160953621543,False
navdeep,first,M,Sikh,ALL,505.0,ojas_list,Hindu,0.9848422876307096,False
kanwar,first,M,Sikh,ALL,463.0,ojas_list,Hindu,0.962930812915307,False
rajdeep,first,M,Sikh,ALL,436.0,ojas_list,Hindu,0.9407021297231966,False
inderjit,first,M,Sikh,ALL,410.0,ojas_list,Sikh,0.944338005547053,False
satnam,first,M,Sikh,ALL,389.0,ojas_list,Hindu,0.9561367880026078,False
jaskaran,first,M,Sikh,ALL,332.0,ojas_list,Hindu,0.8235221800080215,False
parminder,first,M,Sikh,ALL,314.0,ojas_list,Hindu,0.5909759897845548,False
manveer,first,M,Sikh,ALL,136.0,ojas_list,Hindu,0.9550014901348888,False
arshdeep,first,M,Sikh,ALL,116.0,ojas_list,Hindu,0.9473768226389891,False
ravneet,first,M,Sikh,ALL,105.0,ojas_list,Hindu,0.9411304929350406,False
khan,last,,Muslim,North,2926077.0,ojas_list;marker_list,Muslim,0.9295131840395018,False
ahmad,last,,Muslim,North,1939662.0,marker_list,Muslim,0.996208946383144,False
begam,last,,Muslim,North,1057829.0,marker_list,Muslim,0.99720245267193,False
hasan,last,,Muslim,North,477364.0,marker_list,Christian,0.9229468642106342,False
chaudhary,last,,Muslim,North,324511.0,ojas_list,Hindu,0.9998830423867968,False
alam,last,,Muslim,North,289830.0,marker_list,Hindu,0.9731243400558977,False
ansari,last,,Muslim,North,169602.0,ojas_list;marker_list,Muslim,0.998300464187554,False
husain,last,,Muslim,North,137819.0,marker_list,Muslim,0.8910794196151165,False
rahman,last,,Muslim,North,131619.0,ojas_list;marker_list,Muslim,0.7518130973697453,False
iqbal,last,,Muslim,North,101092.0,ojas_list,Muslim,0.9916249880310593,False
yusuf,last,,Muslim,North,93734.0,marker_list,Muslim,0.995511430745674,False
malik,last,,Muslim,North,89143.0,marker_list,Muslim,0.837390651519781,False
ismail,last,,Muslim,North,83768.0,ojas_list;marker_list,Muslim,0.8196903602795812,False
noor,last,,Muslim,North,80970.0,marker_list,Muslim,0.9629335156090284,False
ibrahim,last,,Muslim,North,80182.0,marker_list,Muslim,0.5231439124850111,False
usman,last,,Muslim,North,57766.0,marker_list,Muslim,0.8002024394768895,False
siddiqui,last,,Muslim,North,43878.0,ojas_list;marker_list,Muslim,0.9997643462660684,False
lodhi,last,,Muslim,North,41776.0,ojas_list,Hindu,0.9741475859579324,False
azad,last,,Muslim,North,37691.0,marker_list,Muslim,0.7262770521529529,False
saifi,last,,Muslim,North,27434.0,marker_list,Muslim,0.999886576874216,False
hussain,last,,Muslim,North,18844.0,ojas_list;marker_list,Sikh,0.7892052567053759,False
begum,last,,Muslim,North,16103.0,marker_list,Muslim,0.932043379136302,False
mirza,last,,Muslim,North,12348.0,ojas_list;marker_list,Muslim,0.9838667967963968,False
ahmed,last,,Muslim,North,11394.0,ojas_list;marker_list,Muslim,0.6147604924542135,False
rizvi,last,,Muslim,North,10929.0,ojas_list,Hindu,0.4785076873468981,False
ali,last,,Muslim,East,1795721.0,ojas_list,Muslim,0.5949491030484959,False
begam,last,,Muslim,East,1272125.0,marker_list,Muslim,0.99720245267193,False
ansari,last,,Muslim,East,1202078.0,ojas_list;marker_list,Muslim,0.998300464187554,False
alam,last,,Muslim,East,1103769.0,marker_list,Hindu,0.9731243400558977,False
chaudhary,last,,Muslim,East,889200.0,ojas_list,Hindu,0.9998830423867968,False
malik,last,,Muslim,East,853926.0,marker_list,Muslim,0.837390651519781,False
khan,last,,Muslim,East,630653.0,ojas_list;marker_list,Muslim,0.9295131840395018,False
rahman,last,,Muslim,East,478087.0,ojas_list;marker_list,Muslim,0.7518130973697453,False
molla,last,,Muslim,East,445484.0,ojas_list,Muslim,0.987699479307486,False
choudhury,last,,Muslim,East,434624.0,ojas_list,Hindu,0.9885267393593892,False
pramanik,last,,Muslim,East,378702.0,ojas_list,Hindu,0.9682052341576048,False
sardar,last,,Muslim,East,366661.0,ojas_list,Hindu,0.8698197769721021,False
islam,last,,Muslim,East,345466.0,ojas_list,Muslim,0.9881273684712092,False
uddin,last,,Muslim,East,276250.0,ojas_list,Muslim,0.9999940863791156,False
ahmad,last,,Muslim,East,267994.0,marker_list,Muslim,0.996208946383144,False
husain,last,,Muslim,East,259372.0,marker_list,Muslim,0.8910794196151165,False
bhuiyan,last,,Muslim,East,120162.0,ojas_list,Hindu,0.9834555696919854,False
momin,last,,Muslim,East,98526.0,ojas_list,Muslim,0.956921763769069,False
hasan,last,,Muslim,East,98400.0,marker_list,Christian,0.9229468642106342,False
ahmed,last,,Muslim,East,85119.0,ojas_list;marker_list,Muslim,0.6147604924542135,False
talukdar,last,,Muslim,East,45872.0,ojas_list,Hindu,0.919206047289292,False
sarkar,last,,Muslim,East,38885.0,ojas_list,Hindu,0.905588892339055,False
karim,last,,Muslim,East,37262.0,ojas_list,Muslim,0.5712662860861406,False
ismail,last,,Muslim,East,28641.0,ojas_list;marker_list,Muslim,0.8196903602795812,False
begum,last,,Muslim,East,28499.0,marker_list,Muslim,0.932043379136302,False
begam,last,,Muslim,South,311629.0,marker_list,Muslim,0.99720245267193,False
khan,last,,Muslim,South,99811.0,ojas_list;marker_list,Muslim,0.9295131840395018,False
rahman,last,,Muslim,South,87379.0,ojas_list;marker_list,Muslim,0.7518130973697453,False
ibrahim,last,,Muslim,South,86001.0,marker_list,Muslim,0.5231439124850111,False
basheer,last,,Muslim,South,62131.0,ojas_list,Muslim,0.9678171505030764,False
haji,last,,Muslim,South,56616.0,ojas_list,Muslim,0.6379698093002669,False
hussain,last,,Muslim,South,54461.0,ojas_list;marker_list,Sikh,0.7892052567053759,False
ismail,last,,Muslim,South,47136.0,ojas_list;marker_list,Muslim,0.8196903602795812,False
pathan,last,,Muslim,South,46193.0,marker_list,Hindu,0.965048461222737,False
ahmad,last,,Muslim,South,41363.0,marker_list,Muslim,0.996208946383144,False
koya,last,,Muslim,South,40591.0,ojas_list,Sikh,0.7609309241047467,False
alam,last,,Muslim,South,30908.0,marker_list,Hindu,0.9731243400558977,False
sheik,last,,Muslim,South,29963.0,marker_list,Muslim,0.9101078854135132,False
moosa,last,,Muslim,South,28790.0,ojas_list,Sikh,0.9369700029948508,False
begum,last,,Muslim,South,26968.0,marker_list,Muslim,0.932043379136302,False
usman,last,,Muslim,South,26621.0,marker_list,Muslim,0.8002024394768895,False
yusuf,last,,Muslim,South,18177.0,marker_list,Muslim,0.995511430745674,False
ansari,last,,Muslim,South,14355.0,ojas_list;marker_list,Muslim,0.998300464187554,False
husain,last,,Muslim,South,14254.0,marker_list,Muslim,0.8910794196151165,False
kunhi,last,,Muslim,South,13630.0,ojas_list,Hindu,0.4574830915707431,False
bepari,last,,Muslim,South,13080.0,ojas_list,Hindu,0.8044657421618399,False
hasan,last,,Muslim,South,8739.0,marker_list,Christian,0.9229468642106342,False
marakkar,last,,Muslim,South,8239.0,ojas_list,Muslim,0.9708876002500167,False
ravuthar,last,,Muslim,South,7640.0,ojas_list,Sikh,0.8674927729055194,False
malik,last,,Muslim,South,7527.0,marker_list,Muslim,0.837390651519781,False
khan,last,,Muslim,West,647643.0,ojas_list;marker_list,Muslim,0.9295131840395018,False
pathan,last,,Muslim,West,386815.0,marker_list,Hindu,0.965048461222737,False
ansari,last,,Muslim,West,264557.0,ojas_list;marker_list,Muslim,0.998300464187554,False
ahmad,last,,Muslim,West,120445.0,marker_list,Muslim,0.996208946383144,False
begam,last,,Muslim,West,87405.0,marker_list,Muslim,0.99720245267193,False
ismail,last,,Muslim,West,66834.0,ojas_list;marker_list,Muslim,0.8196903602795812,False
ibrahim,last,,Muslim,West,60208.0,marker_list,Muslim,0.5231439124850111,False
yusuf,last,,Muslim,West,51989.0,marker_list,Muslim,0.995511430745674,False
usman,last,,Muslim,West,38030.0,marker_list,Muslim,0.8002024394768895,False
kazi,last,,Muslim,West,37605.0,ojas_list,Muslim,0.9896806432259672,False
hasan,last,,Muslim,West,34801.0,marker_list,Christian,0.9229468642106342,False
nazir,last,,Muslim,West,22506.0,ojas_list,Muslim,0.9508521133969964,False
malik,last,,Muslim,West,19984.0,marker_list,Muslim,0.837390651519781,False
alam,last,,Muslim,West,17436.0,marker_list,Hindu,0.9731243400558977,False
husain,last,,Muslim,West,12796.0,marker_list,Muslim,0.8910794196151165,False
rehman,last,,Muslim,West,7027.0,ojas_list;marker_list,Muslim,0.9606403257023144,False
rahman,last,,Muslim,West,6583.0,ojas_list;marker_list,Muslim,0.7518130973697453,False
ghani,last,,Muslim,West,6172.0,marker_list,Hindu,0.9932746701957642,False
mirza,last,,Muslim,West,2429.0,ojas_list;marker_list,Muslim,0.9838667967963968,False
azad,last,,Muslim,West,1995.0,marker_list,Muslim,0.7262770521529529,False
saifi,last,,Muslim,West,1528.0,marker_list,Muslim,0.999886576874216,False
jafri,last,,Muslim,West,1242.0,ojas_list,Muslim,0.984922324698012,False
vora,last,,Muslim,West,1198.0,ojas_list,Hindu,0.7919067585104775,False
pasha,last,,Muslim,West,960.0,ojas_list,Hindu,0.7046711157547592,False
khoja,last,,Muslim,West,921.0,ojas_list,Muslim,0.5324018585493617,False
singh,last,,Hindu,North,26319715.0,ojas_list,Sikh,0.9999988829582817,False
sharma,last,,Hindu,North,2018691.0,ojas_list;marker_list,Hindu,0.9998823053984738,False
yadav,last,,Hindu,North,1707362.0,ojas_list,Hindu,0.9999991788664648,False
gupta,last,,Hindu,North,1210472.0,ojas_list;marker_list,Hindu,0.9997975828346464,False
mishra,last,,Hindu,North,641585.0,ojas_list;marker_list,Hindu,0.9953098947943072,False
tiwari,last,,Hindu,North,439059.0,ojas_list;marker_list,Hindu,0.9996910632674568,False
pandey,last,,Hindu,North,422102.0,ojas_list;marker_list,Hindu,0.9734165971579676,False
chauhan,last,,Hindu,North,388220.0,ojas_list,Hindu,0.9534255886290708,False
patel,last,,Hindu,North,282993.0,marker_list,Hindu,0.999825296108842,False
shah,last,,Hindu,North,261846.0,ojas_list;marker_list,Muslim,0.8572710863637657,False
joshi,last,,Hindu,North,160091.0,ojas_list;marker_list,Christian,0.7109513250587909,False
tripathi,last,,Hindu,North,146252.0,ojas_list,Hindu,0.9903207502822616,False
jaiswal,last,,Hindu,North,139623.0,ojas_list,Hindu,0.9600258600042724,False
saxena,last,,Hindu,North,121042.0,ojas_list;marker_list,Hindu,0.8659635834398481,False
kapoor,last,,Hindu,North,87972.0,marker_list,Hindu,0.932751471193348,False
dwivedi,last,,Hindu,North,60489.0,marker_list,Hindu,0.9933891053554432,False
rastogi,last,,Hindu,North,59008.0,marker_list,Hindu,0.7536655846824083,False
mehta,last,,Hindu,North,52569.0,ojas_list;marker_list,Jain,0.9057794673162638,False
bhatt,last,,Hindu,North,46746.0,ojas_list,Hindu,0.9887746240232028,False
sinha,last,,Hindu,North,44938.0,marker_list,Hindu,0.8632109882567415,False
malhotra,last,,Hindu,North,42549.0,marker_list,Hindu,0.9434841746312328,False
khanna,last,,Hindu,North,41181.0,marker_list,Hindu,0.9998194438684244,False
verma,last,,Hindu,North,40265.0,ojas_list;marker_list,Hindu,0.9999777166355532,False
chaturvedi,last,,Hindu,North,37892.0,marker_list,Hindu,0.9937722798334392,False
aggarwal,last,,Hindu,North,37671.0,marker_list,Hindu,0.976855596084901,False
das,last,,Hindu,East,4814687.0,ojas_list,Hindu,0.9907646338916098,False
ghosh,last,,Hindu,East,1752553.0,ojas_list,Hindu,0.9980234927467077,False
pal,last,,Hindu,East,1284641.0,ojas_list,Hindu,0.9981225843478926,False
barman,last,,Hindu,East,1164032.0,ojas_list,Hindu,0.9849237882523478,False
sharma,last,,Hindu,East,1128297.0,ojas_list;marker_list,Hindu,0.9998823053984738,False
saha,last,,Hindu,East,830704.0,ojas_list,Muslim,0.6103316817809574,False
mishra,last,,Hindu,East,685255.0,ojas_list;marker_list,Hindu,0.9953098947943072,False
gupta,last,,Hindu,East,479972.0,ojas_list;marker_list,Hindu,0.9997975828346464,False
sinha,last,,Hindu,East,353939.0,marker_list,Hindu,0.8632109882567415,False
pandey,last,,Hindu,East,288483.0,ojas_list;marker_list,Hindu,0.9734165971579676,False
dutta,last,,Hindu,East,283668.0,ojas_list,Hindu,0.9978028489722528,False
mahanta,last,,Hindu,East,277905.0,ojas_list,Hindu,0.992759411733466,False
tiwari,last,,Hindu,East,259581.0,ojas_list;marker_list,Hindu,0.9996910632674568,False
sen,last,,Hindu,East,209108.0,ojas_list,Christian,0.961815612256634,False
patel,last,,Hindu,East,170338.0,marker_list,Hindu,0.999825296108842,False
deb,last,,Hindu,East,144212.0,ojas_list,Hindu,0.9817432756118754,False
mehta,last,,Hindu,East,137034.0,ojas_list;marker_list,Jain,0.9057794673162638,False
shah,last,,Hindu,East,117899.0,ojas_list;marker_list,Muslim,0.8572710863637657,False
mitra,last,,Hindu,East,110159.0,ojas_list,Hindu,0.9649427441507956,False
rao,last,,Hindu,East,55917.0,ojas_list;marker_list,Hindu,0.9026693817948622,False
bose,last,,Hindu,East,53561.0,ojas_list,Christian,0.9990349004721476,False
agarwal,last,,Hindu,East,49164.0,ojas_list;marker_list,Hindu,0.9951683161690884,False
roy,last,,Hindu,East,33408.0,ojas_list,Christian,0.8123433047288263,False
bhattacharya,last,,Hindu,East,24969.0,ojas_list;marker_list,Hindu,0.9931248999252956,False
chatterjee,last,,Hindu,East,23974.0,ojas_list;marker_list,Hindu,0.9919309250669054,False
krishnan,last,,Hindu,South,591010.0,ojas_list,Hindu,0.974885191905487,False
reddy,last,,Hindu,South,572332.0,ojas_list;marker_list,Hindu,0.9997389930924542,False
nair,last,,Hindu,South,485512.0,ojas_list;marker_list,Hindu,0.999547809919515,False
narayanan,last,,Hindu,South,348859.0,ojas_list,Hindu,0.9763039803040668,False
srinivasan,last,,Hindu,South,256257.0,ojas_list,Hindu,0.9636600252534786,False
pillai,last,,Hindu,South,251250.0,ojas_list,Hindu,0.992851531832054,False
rao,last,,Hindu,South,217943.0,ojas_list;marker_list,Hindu,0.9026693817948622,False
naidu,last,,Hindu,South,60126.0,ojas_list,Hindu,0.9912662376477978,False
subramanian,last,,Hindu,South,31102.0,ojas_list,Hindu,0.5667165785663302,False
desai,last,,Hindu,South,28696.0,ojas_list;marker_list,Hindu,0.6158681686099908,False
patel,last,,Hindu,South,26317.0,marker_list,Hindu,0.999825296108842,False
menon,last,,Hindu,South,21177.0,ojas_list;marker_list,Hindu,0.9134495331836032,False
sharma,last,,Hindu,South,16206.0,ojas_list;marker_list,Hindu,0.9998823053984738,False
joshi,last,,Hindu,South,12570.0,ojas_list;marker_list,Christian,0.7109513250587909,False
gupta,last,,Hindu,South,8833.0,ojas_list;marker_list,Hindu,0.9997975828346464,False
shah,last,,Hindu,South,7756.0,ojas_list;marker_list,Muslim,0.8572710863637657,False
shetty,last,,Hindu,South,6946.0,ojas_list,Hindu,0.972073903175346,False
acharya,last,,Hindu,South,4997.0,ojas_list,Hindu,0.9709567217848832,False
kapoor,last,,Hindu,South,3591.0,marker_list,Hindu,0.932751471193348,False
mishra,last,,Hindu,South,1565.0,ojas_list;marker_list,Hindu,0.9953098947943072,False
tiwari,last,,Hindu,South,1387.0,ojas_list;marker_list,Hindu,0.9996910632674568,False
mehta,last,,Hindu,South,1189.0,ojas_list;marker_list,Jain,0.9057794673162638,False
agarwal,last,,Hindu,South,1049.0,ojas_list;marker_list,Hindu,0.9951683161690884,False
pandey,last,,Hindu,South,913.0,ojas_list;marker_list,Hindu,0.9734165971579676,False
sinha,last,,Hindu,South,579.0,marker_list,Hindu,0.8632109882567415,False
patil,last,,Hindu,West,2553214.0,ojas_list,Hindu,0.964423935801298,False
jadhav,last,,Hindu,West,1627482.0,ojas_list,Hindu,0.9992450799997248,False
chavan,last,,Hindu,West,919708.0,ojas_list,Hindu,0.995021386054404,False
shah,last,,Hindu,West,368511.0,ojas_list;marker_list,Muslim,0.8572710863637657,False
patel,last,,Hindu,West,328767.0,marker_list,Hindu,0.999825296108842,False
bhosale,last,,Hindu,West,316483.0,ojas_list,Hindu,0.7237610546232806,False
gupta,last,,Hindu,West,250489.0,ojas_list;marker_list,Hindu,0.9997975828346464,False
joshi,last,,Hindu,West,219244.0,ojas_list;marker_list,Christian,0.7109513250587909,False
sharma,last,,Hindu,West,198065.0,ojas_list;marker_list,Hindu,0.9998823053984738,False
desai,last,,Hindu,West,143497.0,ojas_list;marker_list,Hindu,0.6158681686099908,False
mishra,last,,Hindu,West,99770.0,ojas_list;marker_list,Hindu,0.9953098947943072,False
kulkarni,last,,Hindu,West,83647.0,ojas_list,Hindu,0.8530087911094943,False
tiwari,last,,Hindu,West,82023.0,ojas_list;marker_list,Hindu,0.9996910632674568,False
shetty,last,,Hindu,West,77639.0,ojas_list,Hindu,0.972073903175346,False
mehta,last,,Hindu,West,76370.0,ojas_list;marker_list,Jain,0.9057794673162638,False
rao,last,,Hindu,West,26071.0,ojas_list;marker_list,Hindu,0.9026693817948622,False
pandey,last,,Hindu,West,15874.0,ojas_list;marker_list,Hindu,0.9734165971579676,False
sinha,last,,Hindu,West,15472.0,marker_list,Hindu,0.8632109882567415,False
modi,last,,Hindu,West,15266.0,ojas_list,Muslim,0.3562344349937146,False
trivedi,last,,Hindu,West,14287.0,ojas_list;marker_list,Hindu,0.9982472284347628,False
bhatt,last,,Hindu,West,10096.0,ojas_list,Hindu,0.9887746240232028,False
parikh,last,,Hindu,West,9969.0,ojas_list,Hindu,0.9451714461294072,False
reddy,last,,Hindu,West,8755.0,ojas_list;marker_list,Hindu,0.9997389930924542,False
khanna,last,,Hindu,West,4940.0,marker_list,Hindu,0.9998194438684244,False
chaturvedi,last,,Hindu,West,3850.0,marker_list,Hindu,0.9937722798334392,False
lal,last,,Christian,North,6143384.0,ojas_list,Hindu,0.9959597556609264,False
chand,last,,Christian,North,1641059.0,ojas_list,Hindu,0.9525323502260128,False
prakash,last,,Christian,North,1502556.0,ojas_list,Hindu,0.9238608520587108,False
chandra,last,,Christian,North,1087882.0,ojas_list,Hindu,0.8758085283461288,False
sagar,last,,Christian,North,123900.0,ojas_list,Hindu,0.7388852302526095,False
anand,last,,Christian,North,91070.0,ojas_list,Hindu,0.9995694032925746,False
bhatia,last,,Christian,North,59415.0,ojas_list,Hindu,0.9891174490361272,False
barkat,last,,Christian,North,9749.0,ojas_list,Hindu,0.7846904046161299,False
isaac,last,,Christian,North,8344.0,ojas_list,Christian,0.831471717560254,False
khokhar,last,,Christian,North,2841.0,ojas_list,Hindu,0.9042052611368822,False
elias,last,,Christian,North,421.0,ojas_list,Christian,0.8265051044373134,False
yohanan,last,,Christian,North,43.0,ojas_list,Christian,0.7902484909815225,False
marak,last,,Christian,East,256416.0,ojas_list,Hindu,0.9142295127469212,False
sangma,last,,Christian,East,253941.0,ojas_list,Hindu,0.9844758966614447,False
bara,last,,Christian,East,118156.0,ojas_list,Hindu,0.9718694151589352,False
kujur,last,,Christian,East,88272.0,ojas_list,Hindu,0.825276782189482,False
minj,last,,Christian,East,68828.0,ojas_list,Muslim,0.6973702087908525,False
toppo,last,,Christian,East,58287.0,ojas_list,Hindu,0.7880485553739552,False
ekka,last,,Christian,East,47447.0,ojas_list,Hindu,0.6716876817869867,False
lyngdoh,last,,Christian,East,38847.0,ojas_list,Hindu,0.7714342690471785,False
lakra,last,,Christian,East,32908.0,ojas_list,Hindu,0.988021107533636,False
tigga,last,,Christian,East,25449.0,ojas_list,Hindu,0.9246532359780862,False
konyak,last,,Christian,East,24474.0,ojas_list,Christian,0.8117960236037349,False
barla,last,,Christian,East,18960.0,ojas_list,Hindu,0.961456448030834,False
nongrum,last,,Christian,East,18160.0,ojas_list,Hindu,0.8264308617595981,False
horo,last,,Christian,East,17912.0,ojas_list,Hindu,0.90384693521925,False
marbaniang,last,,Christian,East,15943.0,ojas_list,Hindu,0.945448986334466,False
kerketta,last,,Christian,East,10592.0,ojas_list,Hindu,0.975082071994052,False
nongsiej,last,,Christian,East,10440.0,ojas_list,Christian,0.7352570765685243,False
suchiang,last,,Christian,East,7251.0,ojas_list,Hindu,0.5099040156180257,False
bakhla,last,,Christian,East,6056.0,ojas_list,Hindu,0.5799582063072493,False
dungdung,last,,Christian,East,5832.0,ojas_list,Hindu,0.9715404897781188,False
lotha,last,,Christian,East,5417.0,ojas_list,Hindu,0.538284752807084,False
soreng,last,,Christian,East,4855.0,ojas_list,Christian,0.7942805293795403,False
kindo,last,,Christian,East,4374.0,ojas_list,Hindu,0.9506928144885928,False
sema,last,,Christian,East,3475.0,ojas_list,Christian,0.5385912096918766,False
kandulna,last,,Christian,East,2957.0,ojas_list,Hindu,0.9613594431489372,False
mani,last,,Christian,South,429272.0,ojas_list,Hindu,0.7784664696761198,False
joseph,last,,Christian,South,351185.0,ojas_list,Christian,0.999999973582924,False
thomas,last,,Christian,South,289665.0,ojas_list;marker_list,Christian,0.9999996556702168,False
varghese,last,,Christian,South,183824.0,ojas_list;marker_list,Christian,0.9998283895969436,False
george,last,,Christian,South,173138.0,ojas_list;marker_list,Christian,0.999925027658548,False
mathew,last,,Christian,South,167653.0,ojas_list;marker_list,Christian,0.9999609716634612,False
kutty,last,,Christian,South,147523.0,ojas_list;marker_list,Hindu,0.5027818401032723,False
jose,last,,Christian,South,117953.0,ojas_list,Christian,0.999998785395809,False
john,last,,Christian,South,116980.0,ojas_list,Christian,0.988333216932041,False
antony,last,,Christian,South,87993.0,ojas_list,Christian,0.9886614455985044,False
abraham,last,,Christian,South,81706.0,ojas_list;marker_list,Christian,0.9972659364815554,False
chacko,last,,Christian,South,80678.0,ojas_list;marker_list,Christian,0.9999395978614114,False
jacob,last,,Christian,South,56643.0,ojas_list;marker_list,Christian,0.9991496919207316,False
samuel,last,,Christian,South,45252.0,ojas_list,Christian,0.9949875191414016,False
paul,last,,Christian,South,43111.0,ojas_list,Christian,0.7856421808364891,False
kurian,last,,Christian,South,35773.0,ojas_list;marker_list,Christian,0.9997124772892576,False
philip,last,,Christian,South,26583.0,ojas_list,Christian,0.9996487074364708,False
kuriakose,last,,Christian,South,25147.0,ojas_list,Christian,0.9997884286977172,False
daniel,last,,Christian,South,22117.0,ojas_list,Christian,0.9939652725927692,False
yohannan,last,,Christian,South,21640.0,ojas_list,Christian,0.9912626803819932,False
cherian,last,,Christian,South,18425.0,ojas_list,Christian,0.9801024196431534,False
wilson,last,,Christian,South,14610.0,ojas_list,Christian,0.9109153239569052,False
stephen,last,,Christian,South,12719.0,ojas_list,Christian,0.9919578550946684,False
alexander,last,,Christian,South,10570.0,ojas_list,Hindu,0.5240510266913945,False
koshy,last,,Christian,South,9851.0,ojas_list,Christian,0.97737776433884,False
fernandes,last,,Christian,West,69193.0,ojas_list;marker_list,Hindu,0.9043592155123564,False
souza,last,,Christian,West,18236.0,marker_list,Muslim,0.859492665496351,False
rodrigues,last,,Christian,West,15139.0,ojas_list;marker_list,Hindu,0.711558643466991,False
pereira,last,,Christian,West,13241.0,ojas_list;marker_list,Hindu,0.9888260324487544,False
dias,last,,Christian,West,11732.0,ojas_list,Hindu,0.7991807296683274,False
lobo,last,,Christian,West,10739.0,ojas_list;marker_list,Hindu,0.5076466260237366,False
pinto,last,,Christian,West,9720.0,ojas_list;marker_list,Hindu,0.6981818981947477,False
costa,last,,Christian,West,9637.0,ojas_list,Christian,0.9617960308155548,False
vaz,last,,Christian,West,6008.0,ojas_list,Hindu,0.6556871149170465,False
gomes,last,,Christian,West,5298.0,ojas_list,Hindu,0.8671814643768928,False
mascarenhas,last,,Christian,West,4680.0,ojas_list,Christian,0.9566253966458144,False
miranda,last,,Christian,West,4619.0,ojas_list,Hindu,0.978799665493552,False
carvalho,last,,Christian,West,4045.0,ojas_list,Hindu,0.9721546569482218,False
colaco,last,,Christian,West,3928.0,ojas_list;marker_list,Christian,0.9475039472872528,False
rebello,last,,Christian,West,3270.0,ojas_list;marker_list,Hindu,0.5313077787398016,False
noronha,last,,Christian,West,3202.0,ojas_list,Hindu,0.4979365227057963,False
gonsalves,last,,Christian,West,3168.0,ojas_list;marker_list,Christian,0.6114692074420567,False
almeida,last,,Christian,West,3029.0,ojas_list,Hindu,0.9465034551079056,False
barreto,last,,Christian,West,2802.0,ojas_list,Hindu,0.720654047085821,False
menezes,last,,Christian,West,2595.0,ojas_list,Christian,0.846205674498416,False
furtado,last,,Christian,West,2460.0,ojas_list,Hindu,0.9821018872422204,False
monteiro,last,,Christian,West,1871.0,ojas_list,Hindu,0.782265863102156,False
sequeira,last,,Christian,West,1647.0,ojas_list,Muslim,0.6366617182680631,False
braganza,last,,Christian,West,1525.0,ojas_list;marker_list,Hindu,0.9146066279652172,False
coelho,last,,Christian,West,950.0,ojas_list,Christian,0.7832690456343383,False
singh,last,,Sikh,ALL,30868593.0,ojas_list;marker_list,Sikh,0.9999988829582817,False
kaur,last,,Sikh,ALL,5457017.0,ojas_list;marker_list,Sikh,0.999825815543716,False
sahni,last,,Sikh,ALL,541793.0,ojas_list,Hindu,0.514580095367813,False
rai,last,,Sikh,ALL,127365.0,ojas_list,Hindu,0.9979525790283552,False
bhatti,last,,Sikh,ALL,39949.0,ojas_list,Hindu,0.9771061528957312,False
bal,last,,Sikh,ALL,19468.0,ojas_list,Hindu,0.976522923372078,False
bedi,last,,Sikh,ALL,14687.0,ojas_list,Hindu,0.8588908293454718,False
gill,last,,Sikh,ALL,13360.0,ojas_list;marker_list,Christian,0.939054225571994,False
sandhu,last,,Sikh,ALL,10821.0,ojas_list;marker_list,Hindu,0.976812441317762,False
chana,last,,Sikh,ALL,8329.0,ojas_list,Hindu,0.9716619657770684,False
